Query,Response
nāṉ eppaṭi HNB FINANCE ATM kārṭaip peṟuvatu?, Nīṅkaḷ ēṟkaṉavē cēmippuk kaṇakku vaittiruppavarāka iruntāl (yāluvait tavira) atikapaṭcamāka 5 vēlai nāṭkaḷukkuḷ ATM kārṭai uṅkaḷukku vaḻaṅkuvataṟkāṉa ēṟpāṭukaḷaic ceyyum eṅkaḷ kiḷaikaḷil ētēṉum oru viṇṇappap paṭivattai nīṅkaḷ aṉuppalām.
HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkait tiṟakka eṉṉa tēvai?, HNB niti yālu kuḻantaikaḷ cēmippuk kaṇakkai 18 vayatukkuṭpaṭṭa kuḻantaiyiṉ peṟṟōr allatu caṭṭappūrva pātukāvalarāl toṭaṅkalām. 250 Rūpāy atikapaṭca vaipputtokaiyuṭaṉ 2. Kuḻantaiyiṉ piṟappuc cāṉṟitaḻiṉ cāṉṟaḷikkappaṭṭa nakal. 3. Peṟṟōr caṭṭap pātukāvalarkaḷiṉ aṭaiyāḷa aṭṭai cellupaṭiyākum PP DL iṉ cāṉṟaḷikkappaṭṭa nakal.
HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkukaḷukkāṉa ciṟappu amcaṅkaḷ eṉṉa?, Iraṇṭu vakaiyāṉa HNB niti yālu cēmippuk kaṇakkukaḷ yālu cēmippuk kaṇakku paricup potiyuṭaṉ intak kaṇakkil kavarccikaramāṉa vaṭṭi vikitamum  kaṇakkut tiṟappu maṟṟum kaṇakku iruppu atikarikkum pōtu paricum aṭaṅkum.
Oru maiṉar perumpāṉmai vayatai aṭaiyumpōtu eṉṉa naṭakkum?, Kaṇakkiṉ nilaiyai māṟṟak kōri niṟuvaṉam oru kaṭitattai aṉuppum. Peṟṟōr pātukāvalar kaiyoppam maṟṟum tēciya aṭaiyāḷa aṭṭaiyiṉ nakaluṭaṉ maiṉar mējar eṉṟa peyaril putiya cēmippu viṇṇappattai aṉuppa ēṟpāṭu ceyya vēṇṭum.
HNB FINANCE yālu kuḻantaikaḷ cēmippuk kaṇakkil peṟṟōr pātukāvalar paṇattai eṭukka muṭiyumā?, Illai. Eṉiṉum piṉvarum ciṟappuc cūḻnilaikaḷil paṇam eṭukka aṉumatikkappaṭukiṟatu. 1. Kuḻantaikaḷiṉ kalvi maṟṟum maruttuvac celavukaḷ pōṉṟa tēvaikaḷ iruntāl  niṟuvaṉattai tiruptippaṭuttum āvaṇaṅkaḷiṉ ātārattuṭaṉ eḻuttuppūrva kōrikkaiyai camarppikka vēṇṭum. 2. Ciṟārkaḷiṉ kaṇakkil uḷḷa iruppu  mutal vaipput tētiyiliruntu aṟupatu mātaṅkaḷ muṭintavuṭaṉ  maiṉariṉ peṟṟōr pātukāvalariṉ eḻuttuppūrva aṟivuṟuttaliṉ pēril  aṅkīkarikkappaṭṭa ṭepāciṭ eṭukkum niṟuvaṉattil maiṉariṉ peyaril parāmarikkappaṭum kaṇakkiṟku māṟṟappaṭalām allatu ataṉpiṟaku enta nērattilum. Maiṉar maṟṟum kirāsṭu akkavuṇṭ paṇam peṟupavarukku maṭṭum kācōlai mūlam parimāṟṟam ceyyappaṭa vēṇṭum
nāṉ eppaṭi kaṇakkai tiṟappatu?,1. Cēmippuk kaṇakku toṭaṅkum pōtu  ​​kaiyoppattuṭaṉ muṟaiyākap pūrtti ceyyappaṭṭa kaṇakku tiṟappu viṇṇappa āṇaiyaip peṟa vēṇṭum. 2. Cēmippuk kaṇakkukaḷait tiṟappatil piṉvarum āvaṇaṅkaḷil ētēṉum oṉṟiṉ mūlam viṇṇappatārariṉ aṭaiyāḷattai niṟuviyirukka vēṇṭum. Tēciya aṭaiyāḷa aṭṭai cellupaṭiyākum kaṭavuccīṭṭu cellupaṭiyākum ōṭṭunar urimam aṭaiyāḷa eṇṇuṭaṉ kūṭiya mūtta kuṭimakkaḷ aṭaiyāḷa aṭṭai
Pāspuk tolaintu pōṉāl nāṉ eṉṉa ceyya vēṇṭum?, Pāspuk tolaintu pōṉāl uṭaṉaṭiyāka vaṅkikku takaval terivikka vēṇṭum eṉṟum  anta pāspuk anniyamākāmal irukka vēṇṭum eṉṟum vāṭikkaiyāḷarukku terivikka vēṇṭum vaḻakkaṟiñar cuyātīṉamāka caripārkkappaṭa vēṇṭum.
Taṉinapar kaṭaṉukku nāṉ evvāṟu viṇṇappikkalām maṟṟum camarppikka vēṇṭiya āvaṇaṅkaḷ eṉṉa?, Piṉvarum āvaṇaṅkaḷuṭaṉ uṅkaḷ nirantara kuṭiyiruppu allatu paṇipuriyum nilaiyattiṟku arukiluḷḷa makkaḷ vaṅkik kiḷaikkuc cellavum. Camīpattiya mūṉṟu toṭarcciyāṉa ūtiyat tāḷkaḷ niyamaṉak kaṭitam allatu cēvaic cāṉṟitaḻiṉ nakal
cēmippuk kaṇakkil nāṉ parāmarikka vēṇṭiya kuṟaintapaṭca iruppu evvaḷavu?, Rū. 1000
Maiṉar (kuḻantaikaḷ) kaṇakkai evvāṟu tiṟappatu?, Maiṉariṉ peṟṟōr allatu kōrṭiyaṉ avar cārpāka toṭarpuṭaiya paṭivaṅkaḷai pūrtti ceyya vēṇṭum. Iruppiṉum maiṉar peyaril kaṇakku parāmarikkappaṭa vēṇṭum. Piṟappuc cāṉṟitaḻ kaṭṭāyam.
Ceyalaṟṟa kaṇakkai nāṉ evvāṟu ceyalpaṭuttuvatu?, Uṅkaḷ kaṇakku vaittirukkum kiḷaikku uṅkaḷiṉ pāspukkuṭaṉ ceṉṟu uṅkaḷiṉ ceyalaṟṟa kaṇakkai ceyalpaṭutta paṇam eṭukkavum.
Oru nāḷaikku kuṟaintapaṭcam maṟṟum atikapaṭcamāka paṇam eṭuppataṟkāṉa varampukaḷ ētēṉum uḷḷatā?, Illai
nāṉ evvāṟu cēvaikaḷai aṇukuvatu?, Iṇaiya vaṅki vacatikkāṉa aṇukal (makkaḷ valai) itai makkaḷ vaṅkiyiṉ iṇaiyataḷam (www.Peoplesbank.Lk) vaḻiyāka aṇukalām  ataṉpiṉ āṉlaiṉ vaṅki aikāṉaik kiḷik ceyta piṟaku iṇaiya vaṅki aikāṉaik kiḷik ceyyavum. Mopail pēṅkiṅ vacati (makkaḷ alai) pīppiḷs vēv ceyaliyai pḷē sṭōriliruntu mopail ḥpōṉil pativiṟakkam ceytu niṟuvalām (āṇṭrāyṭu patippu 4.4 Āppiḷ (ai'ō'es) patippu 8.0.) Maṟṟum āp kēlari (huvāy)
OTP eṉṟāl eṉṉa?, OTP eṉpatu kaṇiṉiyāl uruvākkappaṭṭa oru muṟai kaṭavuccollaik kuṟikkiṟatu. Vaṅkiyil pativuceyyappaṭṭa uṅkaḷ mopail eṇ allatu miṉṉañcalukku OTPyaip peṟuvīrkaḷ.
Ḥpiṣiṅ imēj eṉṟāl eṉṉa?, Uṅkaḷ āṉlaiṉ vaṅki vacatikkāṉa aṅkīkāramaṟṟa aṇukalait tavirkka ḥpiṣiṅ paṭaṅkaḷ payaṉpaṭuttappaṭukiṉṟaṉa. Pativiṉ pōtu nīṅkaḷ virumpum paṭaṅkaḷiṉ paṭṭiyaliliruntu paṭattait tērnteṭukkavum  uṅkaḷ kaṭavuccollai maṟantuviṭṭāl ataip payaṉpaṭutta vēṇṭum.
Ḥpiṣiṅ kaṭṭam eṉṟāl eṉṉa?, Vāṭikkaiyāḷariṉ viruppappaṭi 08kku kuṟaiyāta maṟṟum 40 ilakkaṅkaḷukku mikāmal irukkum pativil ḥpiṣiṅ kaṭṭam nuḻaiya vēṇṭum.
Kaṭavuccollai evvāṟu uḷḷiṭuvatu?,Kaṭavuccol 08 12 eḻuttukkaḷaik koṇṭirukka vēṇṭum. Kuṟaintapaṭcam oru āṅkila mūlataṉam oru eḷiya eḻuttu oru ciṟappu ciṉṉam maṟṟum oru ilakkam atil cērkkappaṭa vēṇṭum.
Payaṉar peyarai uḷḷiṭuvatu eppaṭi?, Payaṉar peyar 3 12 āṅkila eḻuttukkaḷ maṟṟum eṇkaḷ āṅkila eḻuttukkaḷ allatu eṇkaḷukku iṭaiyil irukka vēṇṭum. Tayavuceytu entavoru potuvāṉa payaṉar peyaraiyum uḷḷiṭa vēṇṭām e.Kā. Ṣehāṉ
pativu ceyvataṟkāṉa ceyalmuṟai eṉṉa?, 1. Kaṇakkiṉ vakaiyait tērnteṭuttu kaṇakku eṇṇai uḷḷiṭavum. 2. Aṭaiyāḷa aṭṭaiyiṉ vakaiyait tērnteṭuttu aṭaiyāḷa aṭṭai eṇṇai uḷḷiṭavum. 3.Tiraiyil tōṉṟum vitimuṟaikaḷ maṟṟum nipantaṉaikaḷuṭaṉ uṭaṉpāṭu allatu uṭaṉpāṭu illāmai. 4.Tiraiyil tōṉṟum ḥpiṣiṅ paṭaṅkaḷil oṉṟait tērnteṭukkavum. Ataṉ piṟaku oru taṉippaṭṭa coṟṟoṭarai uḷḷiṭavum 5. Kaṭavuccollai uḷḷiṭṭu atē kaṭavuccollai mīṇṭum uḷḷiṭavum 6. Aṇukal aḷavait tērnteṭukkavum vicāraṇai muḻu eṉpatait tērnteṭukka vēṇṭum. 7. Oru muṟai kaṭavuccol (OTP) peṟappaṭum ūṭakamāka SMS allatu miṉṉañcalait tērnteṭukka vēṇṭum. 8. OTP kōrikkaiyaik kiḷik ceyyavum 9. Kaṇiṉiyil OTP eṉa tōṉṟum iṭattil SMS allatu miṉṉañcal mūlam peṟappaṭṭa OTP aic cerukavum maṟṟum toṭaravum eṉpataik kiḷik ceyyavum 10. Pativu veṟṟikaramāka uḷḷatā allatu tōlviyaṭaintatā eṉpatait terivikkum aṟivippaip peṟuvīrkaḷ.
Inta cēvaikku kaṭṭaṇam uḷḷatā?, Mutal āṟu mātaṅkaḷukku āṟu māta calukai kālam vaḻaṅkappaṭum. Ataṉpiṟaku  inta cēvaikkāṉa kaṭṭaṇam mātattiṟku 25 rūpāy.
Eṉatu kaṭavuccollai evvāṟu māṟṟuvatu?, Uṅkaḷ kaṭavuccollai māṟṟa mopail vaṅki allatu iṇaiya vaṅkiyiṉ amaippukaḷukkuc cellavum.
Payaṉarpeyar eṉakku niṉaivil illai.Nāṉ eṉṉa ceyya vēṇṭum?, Tayavu ceytu 1961 allatu +94112031001 (veḷināṭṭu vāṭikkaiyāḷarkaḷukku) toṭarpu koḷḷavum allatu uṅkaḷ arukil uḷḷa kiḷaiyaip pārvaiyiṭavum
eṉakku kaṭavuccol niṉaivil illai.Nāṉ eṉṉa ceyya vēṇṭum?, Mopail pēṅkiṅ allatu iṉṭarneṭ pēṅkiṅkiṉ uḷnuḻaivut tiraiyil kaṭavuccollai maṟantuviṭṭa viruppattaip payaṉpaṭuttavum.
Eṉatu kaṭavuccol tolaintāl nāṉ eṉṉa ceyya vēṇṭum?, Uṅkaḷ kaṭavuccollai māṟṟuvataṟku mopail vaṅki allatu iṇaiya vaṅkiyiṉ amaippukaḷil uḷḷa viruppattaip payaṉpaṭutti uṭaṉaṭiyāka uṅkaḷ kaṭavuccollai mīṭṭamaikkavum allatu mopail vaṅki allatu iṇaiyattiṉ uḷnuḻaivut tiraiyil kaṭavuccollai maṟantuviṭṭīrkaḷ eṉṟa viruppattaip payaṉpaṭuttavum. Uṅkaḷ kaṭavuccollai mīṭṭamaikka vaṅki. Allatu 1961 mūlam kāl ceṉṭarait toṭarpu koḷḷavum
eṉatu kaṇakku esṭēṭmeṉṭkaḷai nāṉ eppaṭip pārppatu?, Mukappu > kaṇakkuc cēvaikaḷ > kaṇakkuc curukkam > kaṇakku vivaraṅkaḷ > parivarttaṉai kālam maṟṟum pativiṟakkam > eṉatu kōppuṟaiyil uḷḷa aṟikkaiyaik kaṇṭaṟiyavum.
Paṇap parimāṟṟaṅkaḷukku ētēṉum varampukaḷ uḷḷatā?, Makkaḷ vaṅkiyil uḷḷa contak kaṇakkukaḷukkup paṇattai māṟṟa varampu illai ṭicampar 2020kkup piṟaku nīṅkaḷ anta vacatiyil pativuceytiruntāl oru parivarttaṉaikku rū. 100000 Atikapaṭca varampu rū. 100000 Rū. 100000 Ākum. Kaṭci kaṇakkukaḷ maṟṟa vaṅkikaḷ maṟṟum pil celuttutal.
āṉlaiṉ vaṅkic cēvaiyai nāṉ eppaṭi muṭakkuvatu?, 1961 Allatu +94112031001 (veḷināṭṭu vāṭikkaiyāḷarkaḷukku) mūlam kāl ceṉṭarait toṭarpukoḷḷavum.
Ēṭi'emkaḷil eṉṉa cēvai vacatikaḷ uḷḷaṉa?, 1. Paṇam tirumpap peṟutal 2. Iruppu vicāraṇai 3. Aṭṭai illāmal paṇam eṭuppatu 4. Mopail paṇam eṭuppatu
maṟṟa vaṅki ēṭi'emkaḷaip payaṉpaṭuttuvataṟku vaṅkikaḷ ētēṉum cēvaik kaṭṭaṇattai vitikkiṉṟaṉavā?, 1. Paṇam tirumpap peṟutal 2. Iruppu vicāraṇai
parivarttaṉai ceyyum pōtu ēṭi'em aṇaikkappaṭṭāl kārṭu tāṉākavē veḷiyēṟumā?, Ām
paṇam eṭuppataṟku muṉ ēṭi'em aṇaikkappaṭṭāl mīṇṭum ēṭi'em āṉ ceyyumpōtu paṇam veḷiyēṟumā?, illai
Kiyōsk pil celuttum muṟai eṉṉa?, Enta kiyōsk niṟuvappaṭṭuḷḷatō anta kiḷaiyait toṭarpu koḷḷa vēṇṭum.
Mūṉṟām tarappu niti parimāṟṟattiṉ oru nāḷiṉ varampu eṉṉa?, Kiyōsk rū. Oru parivarttaṉaikku 200000
pil kaṭṭaṇattai putuppikka evvaḷavu nēram ākum?, Nikaḻnēram
ciṭi'em maṟṟum kiyōskil iruntu parivarttaṉaikaḷaic ceyyumpōtu vaṅki ētēṉum cēvaik kaṭṭaṇattai vacūlikkiṟatā?, Kiyōsk illai ciṭi'em ām pil koṭuppaṉavukaḷukku rū. 10.00
CDMkaḷ maṟṟum kiyōskil eṉṉeṉṉa vacatikaḷ uḷḷaṉa?, 1. CDMkaḷ. 2. Paṇa vaippu 3. Pil koṭuppaṉavukaḷ 4. Kiyōsk 5. Pil koṭuppaṉavu 6. Aṭaku vaippu paṇam 7. Niti parimāṟṟam 8. Iruppu vicāraṇai 9. PIN māṟṟam 10. PLC iṉcūraṉs pil kaṭṭaṇam 11. Mopail paṇattai aṉuppavum
ēṭi'em'mil atikapaṭca paṇa muṉpaṇa varampu eṉṉa?, Rū. Oru nāḷaikku 100000.00
CDM kiyōskil oru nāḷaikku oru kārṭu mūlam ettaṉai parivarttaṉaikaḷ ceyya muṭiyum?, Varampu kaṭṭuppāṭu illai
ceyalil uḷḷa kārṭil cila vāṭikkaiyāḷarkaḷ mutal muṟaiyāka parivarttaṉai ceyya muṭiyātataṟkuk kāraṇam eṉṉa?, Itu pōṉṟa cikkal ētum illai eṉpatai teḷivupaṭutta 1961ait toṭarpu koḷḷavum
ṭepāciṭ iyantirattil paṇam cikkiyiruntāl  atai evvāṟu mīṭṭeṭuppatu?, Atē kiḷaiyait toṭarpu koḷḷa vēṇṭum
CDM mūlam oru nāḷaikku atikapaṭca ṭepāciṭ tokai eṉṉa?, Kaṭṭuppāṭu illai
aṭṭai kuṟaivāṉa parivarttaṉai cēvaiyai vaṅki eḷitākkukiṟatā?, EB kaṇakkukaḷukku maṭṭum
aṭṭai kuṟaivāṉa parivarttaṉai cēvaiyai evvāṟu ceyalpaṭuttuvatu?, EB kaṇakkait tiṟakka vēṇṭum
kārṭu les kēṣ carvīs mūlam atikapaṭcamāka evvaḷavu paṇam eṭukka muṭiyum?,Rū. 15000.00
ATM cētamaṭainta nōṭṭukaḷai vaḻaṅkiṉāl eṉṉa ceyya vēṇṭum?, Atē kiḷaiyai toṭarpu koḷḷavum
Ēṭi'em'mil uḷḷa tokaiyai viṭa kuṟaivāṉa paṇattai ēṭi'em vaḻaṅkiṉāl eṉṉa ceyvatu?, Naṭakkātu
maṟṟa vaṅki ē.Ṭi.Em.Kaḷil paṇam vaḻaṅkāmal  kaṇakkil ṭepiṭ ceyyappaṭṭāl eṉṉa ceyya vēṇṭum?, Vāṭikkaiyāḷar makkaḷ aṭṭai maiyattait toṭarpu koṇṭu  card@peoplesbank.Lk eṉṟa miṉṉañcal mūlam kōrikkaiyai aṉuppa vēṇṭum.
Ēṭi'em'mil kārṭu cikkiṉāl eṉṉa ceyya vēṇṭum?, Vāṭikkaiyāḷar putiya ēṭi'em kārṭaip peṟa vēṇṭum
ciṭi'em allatu kiyōsk mūlam makkaḷ vaṅki allatu piṟa vaṅki kireṭiṭ kārṭu paṇam celutta muṭiyumā?, Taṟpōtu vacati illai.
Payaṉāḷiyiṉ piṉṉai iḻantiruntāl  mopail paṇac cēvai mūlam aṉuppappaṭṭa paṇattiṟku eṉṉa naṭakkum?, 24 Maṇinēram kālāvatiyāṉa piṟaku aṉuppunarkaḷ kaṇakku varavu vaikkappaṭum
ēṭi'em'mil iruntu kireṭiṭ kārṭu piṉ eṇṇai māṟṟa vāyppu uḷḷatā?, Ām
CDM mūlam aṭaku koṭuppaṉavukaḷai evvāṟu ceyvatu?, CDMkaḷ mūlam celutta muṭiyātu
piṉ ricarṭ viruppaṅkaḷ eṉṉa?, Kiḷai mūlam piṉ rīceṭ ceyyalām āṉāl avai vāṭikkaiyāḷarkaḷai kāl ceṉṭarukku aṉuppukiṉṟaṉa.
Makkaḷ vaṅkiyiṉ IBAN (carvatēca vaṅki kaṇakku eṇ) eṉṉa? Ilaṅkaikku paṇam aṉuppa vaṅkikaḷ IBAN tēvaiyā?, Ilaṅkaikku paṇattai aṉuppuvataṟku IBAN avaciyamillai  mēlum SWIFT kuṟiyīṭṭuṭaṉ kūṭiya piṉvarum takavalkaḷ cariyāṉa payaṉāḷikaḷiṉ vivaraṅkaḷuṭaṉ tanti parimāṟṟattai aṉuppa pōtumāṉatu.
Iṟakkumati nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai aṉuppuvatu eppaṭi?, Muṉpaṇam celuttum vitimuṟaikaḷ (Cashin Advance)
Kalvi nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai evvāṟu aṉuppuvatu?, Tēvaiyāṉa āvaṇaṅkaḷ (ārampak kaṭṭaṇattiṟku) 1. Calukaik kaṭitam maṟṟum māṇavarukkāṉa aṉumatikkappaṭṭa celavukaḷaik koṇṭa palkalaikkaḻakattāl vaḻaṅkappaṭṭa toṭarpuṭaiya āvaṇaṅkaḷ. 2. Pāspōrṭṭiṉ nakal 3. Pāspōrṭṭiṉ vicā pakkattiṉ nakal. [Ārampak kaṭṭaṇattiṟkut tēvaiyillai] 4. Māṇavar aiṭiyiṉ nakal [toṭakkak kaṭṭaṇattiṟkut tēvaiyillai] 5. Muṟaiyākap pūrtti ceyyappaṭṭa viṇṇappap paṭivam (vaṅkiyāl vaḻaṅkappaṭṭatu)
iṭampeyarvu nōkkaṅkaḷukkāka veḷināṭṭiṟku paṇattai evvāṟu aṉuppuvatu?, Ilaṅkaiyil vacippavarāka iruntu nirantara vativiṭap (PR) allatu iraṭṭaik kuṭiyurimai peṟṟa (iṉimēl pulampeyarntavar eṉa kuṟippiṭappaṭum) vēṟu nāṭṭil kuṭiyurimai peṟṟuḷḷa ilaṅkaip pirajai oruvar itaṟkut takutiyuṭaiyavarāvār. Pulampeyarntōrukkuc contamāṉa acaiyum maṟṟum acaiyāc cottiṉ uṟutiyāṉa maṟṟum acaiyā cottukkaḷai viṟpaṉai ceyvataṉ mūlam peṟappaṭṭa varumāṉam maṟṟum pulampeyarntavar maṉaivi maṟṟum peṟṟōriṭamiruntu peṟappaṭṭa paricukaḷai uḷḷaṭakkiya iṭampeyarvu koṭuppaṉavu. Cottukkaḷil vilaimatippaṟṟa kaṟkaḷ vilaimatippaṟṟa ulōkaṅkaḷ taṉippaṭṭa nakaikaḷ maṟṟum payaṉāḷikaḷāka marapurimaiyāka peṟappaṭṭa tōṭṭaṅkaḷ uṭpaṭa ilaṅkaiyil vaittirukkum piṟa cottukkaḷ irukkalām.
Ilaṅkaikku paṇattai aṉuppuvatu eppaṭi?, Veḷināṭṭil iruntu ilaṅkaikku paṇam aṉupputal  makkaḷ paṇam aṉupputal 1. Uṅkaḷ paṇam aṉuppum vaṅki parivarttaṉai niṟuvaṉattiṟku (makkaḷ ī-remiṭṭaṉs mukavar) celluṅkaḷ 2. Paṇattai makkaḷ vaṅkikku aṉuppumāṟu aṉuppum vaṅki parimāṟṟa niṟuvaṉattiṟku aṟivuṟuttuṅkaḷ
eRemittance eṉṟāl eṉṉa?, ‘Peoples eRemittance eṉpatu  cila nimiṭaṅkaḷil ilaṅkaikku paṇam aṉuppuvataṟku vacatiyāka  camīpattiya toḻilnuṭpattāl ātarikkappaṭum makkaḷ vaṅkiyiṉ iṇaiya aṭippaṭaiyilāṉa tayārippākum. Viraivāṉa maṟṟum meṉmaiyāṉa vāṭikkaiyāḷar cēvaiyai uṟuti ceyvataṟkāka putiya toḻilnuṭpam maṟṟum cisṭam āṭṭōmēṣaṉkaḷai vaḻaṅkuvatē itaṉ nōkkamākum.
PFCA A C ai evvāṟu tiṟappatu? Eṉṉa āvaṇaṅkaḷ tēvai?, Kaṇakkukaḷ cēmippu kaṇakku nilaiyāṉa vaippu kaṇakku allatu naṭappu kaṇakkukaḷ (kācōlai varaital illāmal) vaṭivattil tiṟakkappaṭalām.
PFCA A C ai tiṟappataṟkāṉa takutikaḷ eṉṉa?, 1. Ilaṅkaip pirajaiyāṉa maiṉar uṭpaṭa oru taṉinapar. 2. Ilaṅkaikku veḷiyil vacikkum maiṉar uṭpaṭa ilaṅkai vamcāvaḷiyaic cērnta taṉinapar. 3. Ilaṅkaiyil vacippavar allātavar. 4. Ilaṅkaikku taṟkālika vijayattil allatu ilaṅkaikku vijayam ceyya uttēcittuḷḷa nāṭṭavar allātavar. 5. Iṟanta napariṉ esṭēṭkaḷiṉ nirvāki allatu ceyalpaṭuttupavar 6. Iṟanta napariṉ esṭēṭṭiṉ nirvākam muṭiyum varai anta aṅkīkarikkappaṭṭa viyāpāri allatu taṭaiceyyappaṭṭa viyāpāriyuṭaṉ taṉippaṭṭa veḷināṭṭu nāṇayak kaṇakku (PFCA). Vacati) piṉvarum ētēṉum niyamikkappaṭṭa veḷināṭṭu nāṇayattil. Kaṇakku tiṟakkum viṇṇappam maṟṟum FATCA aṟivippu
nāṉ eppaṭi vaṅkiyil iruntu anniyac celāvaṇiyai vāṅkuvatu?, Anniyac celāvaṇi veḷiyīṭu eṉkāṣmeṉṭ veḷināṭṭuc celāvaṇiyai ilaṅkaiyarkaḷ karaṉci nōṭṭukaḷ maṟṟum varaivukaḷil kalvi nōkkaṅkaḷ maṟṟum iṭampeyarvu pōṉṟavaṟṟil peṟalām.. Parimāṟṟa varampukaḷ mukkiyamāka ataṉ nōkkattaip poṟuttatu mattiya vaṅkiyāl vitikkappaṭṭa aṅkīkāra varampukaḷukku iṇaṅka cuṟṟuppayaṇam.
Vaṅkiyiliruntu anniyac celāvaṇi vāṅkuvataṟkut tēvaiyāṉa āvaṇaṅkaḷ eṉṉa?, 1. Cellupaṭiyākum pāspōrṭ 2. Uttēcittuḷḷa cuṟṟuppayaṇattiṟku cellupaṭiyākum vicā. 3. Tirumpa vimāṉa ṭikkeṭ 4. Vaṅkiyiṉ muṟaiyāka pūrtti ceyyappaṭṭa viṇṇappap paṭivam 5. Mattiya vaṅkiyiṉ paṭivam 1 pativiṟakkam ceyya iṅkē kiḷik ceyyavum
makkaḷ vaṅkiyiṉ paṇam aṉuppum mukavarkaḷ yār?, Veḷināṭṭu nāṇayak kaṇakkukaḷiṉ paṭṭiyalai (nilaiyāṉa tīrvu vaḻimuṟaikaḷ) iṅkē pārkkavum.
Veḷināṭṭil uḷḷa makkaḷ vaṅkiyiṉ piratinitikaḷai nāṉ evvāṟu toṭarpu koḷvatu?, Paṭṭiyalai iṅkē pārkkavum.
Eṉatu kireṭiṭ kārṭu viṇṇappattiṉ nilaiyai nāṉ evvāṟu caripārkkalām?, Nīṅkaḷ eṅkaḷai eṅkaḷ vāṭikkaiyāḷar cēvai hāṭlaiṉil aḻaikkalām allatu creditcards@hsbc.Com.Lk eṉṟa miṉṉañcal mukavarikku miṉṉañcal ceyyalām allatu nīṅkaḷ eṅkaḷukku P.O. Il eḻutalām. Peṭṭi 73 koḻumpu.
Nāṉ HSBC kireṭiṭ kārṭukku viṇṇappittuḷḷēṉ, itaṉ nilaiyai nāṉ evvāṟu caripārkkalām?  Nīṅkaḷ eṅkaḷai eṅkaḷ vāṭikkaiyāḷar cēvai hāṭlaiṉil aḻaikkalām allatu creditcards@hsbc.Com.Lk eṉṟa miṉṉañcal mukavarikku miṉṉañcal ceyyalām allatu P.O il eṅkaḷukku eḻutalām. Uṅkaḷ viṇṇappak kuṟippu eṇ allatu tēciya aṭaiyāḷa aṭṭai (NIC) eṇṇuṭaṉ 73 koḻumpu peṭṭi.
HSBC kireṭiṭ kārṭukkāṉa vaṭṭiyillā kālam eṉṉa?, Uṅkaḷ HSBC kireṭiṭ kārṭukkāṉa vaṭṭiyillā kālam 21 nāṭkaḷ mutal 51 nāṭkaḷ varai.
Eṉatu HSBC kireṭiṭ kārṭu viṇṇappattaic ceyalpaṭutta evvaḷavu nēram ākum?, Mutaṉmai aṭṭai 1 vaṅki vēlai nāḷ1 tuṇai aṭṭai 1 vaṅki vēlai nāḷ1
HSBC kireṭiṭ kārṭukku viṇṇappikkum pōtu nāṉ eṉṉa āvaṇaṅkaḷai vaḻaṅka vēṇṭum?, Tēvaiyāṉa āvaṇaṅkaḷai caripārkka iṅkē kiḷik ceyyavum
Nāṉ piṉṉaip peṟuvēṉā?, Nīṅkaḷ piṉṉaip peṟa virumpiṉāl kireṭiṭ kārṭukku viṇṇappikkum nērattil oru kōrikkaiyai muṉvaikka vēṇṭum.
Eṉatu piṉṉai māṟṟa muṭiyumā?, Ām. Enta nērattilum enta HSBC ATM mūlamākavum uṅkaḷ piṉṉai māṟṟalām.
Kireṭiṭ kārṭuṭaṉ eṉṉa kaṭṭaṇaṅkaḷ maṟṟum kaṭṭaṇaṅkaḷ iṇaikkappaṭṭuḷḷaṉa?, Mutaṉmai āṇṭuk kaṭṭaṇam maṟṟum piṟa kaṭṭaṇaṅkaḷ maṟṟum kaṭṭaṇaṅkaḷukku  taṉippaṭṭa vaṅkik kaṭṭaṇattaip pārkkavum
eṉatu taṟpōtaiya ecespici kireṭiṭ kārṭil ettaṉai kūṭutal kārṭukaḷaic cērkka muṭiyum?, Uṅkaḷiṉ uṭaṉaṭi kuṭumpa uṟuppiṉarkaḷāka iruntāl 3 kūṭutal kārṭukaḷ varai cērkkalām.
Kārṭu caripārppu matippu (CVV) eṇ eṉṟāl eṉṉa?, CVV allatu kārṭu caripārppu matippu eṉpatu uṅkaḷ kireṭiṭ kārṭiṉ piṉpuṟattil uḷḷa mūṉṟu ilakka eṇṇākum.
Eṉatu HSBC kireṭiṭ kārṭu aṟikkaikaḷai nāṉ eṅku aṇukalām?, Nīṅkaḷ tērnteṭutta cēṉal mūlam uṅkaḷ mātāntira aṟikkai uṅkaḷukku vaḻaṅkappaṭum. Evvāṟāyiṉum  uṅkaḷ aṟikkaiyaip pārkka virumpiṉāl  nīṅkaḷ taṉippaṭṭa iṇaiya vaṅkiyil uḷnuḻaintu ataik kōralām allatu ētēṉum HSBC ēṭi'em mūlam ataik kōralām allatu uṅkaḷ kireṭiṭ kārṭiṉ piṉpuṟattil uḷḷa eṇṇil eṅkaḷai aḻaittu ataik kōralām.
EStatements kku nāṉ evvāṟu pativu ceyvatu?, EStatements ai evvāṟu iyakkuvatu eṉpatai aṟiya iṅkē kiḷik ceyyavum
